,0
11294,i have gained a serious gambling addiction because of this game but theres nothing better than getting gloves or a knife from a case so never stop your one away.
11295,+
11296,"nbghdfgfgfgvvbnbv  
\"
11297,"very gam,e"
11298,"If you want to learn Russian quick and easy, pley game. Click heads. Cyka Blyat."
11299,"Com quase 230 horas, fui hackeado pelo jogo, uma pessoa que estava jogando comigo me hackeou entrou em conta do Google, do banco e mercado livre, tentaram fazer pix de um valor para a conta deles sem êxito compraram vários gift cards da steam e do ifood, totalizando um alto valor, o banco bloqueou o acesso a conta e está analisando pra devolução, tomem cuidado com senhas salvas em conta do google e números de telefones a mais na conta."
11300,nice.
11301,I LIKE AWP
11302,terrible bueno
11303,"Made me question my sanity. But, got to learn Chinese & Russian. Moreover, ""Sometimes your opponent is having a good day""."
11304,nice
11305,gud
11306,"pew pew
"
11307,"this game makes me cum

very good"
11308,its raw
11309,yees
11310,gud game
11311,"It is simultaneously my favorite and least favorite game. All good games are infuriating to some degree, this is the pinnacle of that phenomenon. I just wish Valve showed the game a little more love with some updates. Just a few key updates would make this game way better."
11312,Toxic community. If you mute every game and have great game sense you can have a good time.
11313,Its honestly the best game ive ever played
11314,+rep
11315,boss told me to play this game and its very good.
11316,fun skins
11317,cant stop play
11318,"good game overall
"
11319,Filled with hackers and cheater and griffers that basically makes this game unplayable. just not point in playing this game anymore especially after making it free.
11320,Don't give me an award if you prefer Valorant!
11321,"valorant is shit

goofy ahh overwatch/siege copy | csgo>>val bro cs pioneered tactical fps

csgo for life"
11322,Its CSGO
11323,"True classic, runs well and provides a great basis for learning maps before playing Pavlov in VR"
11324,good gaem yes play
11325,I like how scary the game is and how the flash lights are good and how fun csgo
11326,game loz toan hack
11327,shit game
11328,get on cs pewpew get a headshot feel good and its free is there anything else to say about it
11329,damn!
11330,decent
11331,Pay To Win!!😭😭
11332,"love this game
"
11333,GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOD
11334,good
11335,"brain go brrrrrr
"
11336,please add sex
11337,"Good game to learn, very different to run and gun shooters, nice change of pace, combination of tactical precision, and skill."
11338,its a really fun  game good for warming  up for val lmao
11339,good game but sucks u have to pay $15 to level up and stuff
11340,pretty epic and fun and fun also fun and also kinda fun
11341,"gaming
"
11342,just yes
11343,This game is awful. I spent 2000 hours of my life on this joke of a game just to realize how bad it is. This game gave me depression and constant thoughts of suicide. Please do not let anyone you know play this game unless you want them to end their lives. Unless you like being screamed at by kids or russians this game is not meant for you. If i ever play this game again i think i will harm myself in ways that i don't want to imagine. Would not recommend.
11344,"lol
"
11345,Piece of Shit Game
11346,click head Wgame
11347,pls remove mirage valve plz fix
11348,LEAFY GAME
11349,sui
11350,"Difficult to get into, especially for someone who never tries new games other than COD (me, lol), but really rewarding once you get better!"
11351,Very cool game
11352,gud
11353,"balls
"
11354,counter
11355,nice
11356,este jogo dá gases
11357,FPS Disguised as a point and click adventure game.
11358,good game
11359,woohoo
11360,ye
11361,best shit ever
11362,Love it.
11363,"durl nx oboli
"
11364,<3
11365,Rush B
11366,Best Game
11367,fum
11368,d
11369,Its cracked
11370,I love selling my kidneys to buy a knife that i could just buy in real life for so much cheaper. I have lost everything over this game but at least i have a cool knife. I don't need my wife or kids they are just temporary. My wife and kids are temporary. My knife is non existent and neither is my wife or kids. I'm very lonely as i haven't seen the outside world for days and subsequently a woman.
11371,W game
11372,"My name is Walter Hartwell White. I live at 308 Negra Arroyo Lane, Albuquerque, New Mexico, 87104. This is my confession. If you're watching this tape, I'm probably dead, murdered by my brother-in-law Hank Schrader. Hank has been building a Virtual Youtuber empire for over a year now and using me as his recruiter. Shortly after my 50th birthday, Hank came to me with a rather, shocking proposition. He asked that I use my Live2D knowledge to recruit talents, which he would then hire using his connections in the Japanese utaite world. Connections that he made through his career with Niconico. I was... astounded, I... I always thought that Hank was a very moral man and I was... thrown, confused, but I was also particularly vulnerable at the time, something he knew and took advantage of. I was reeling from a cancer diagnosis that was poised to bankrupt my family. Hank took me on a ride along, and showed me just how much money even a small indie channel could make. And I was weak. I didn't want my family to go into financial ruin so I agreed. Every day, I think back at that moment with regret. I quickly realized that I was in way over my head, and Hank had a partner, a man named Motoaki ""Yagoo"" Tanigo, a businessman. Hank essentially sold me into servitude to this man, and when I tried to quit, Yagoo threatened my family. I didn't know where to turn. Eventually, Hank and Yagoo had a falling out. From what I can gather, Hank was always pushing for a greater share of the business, to which Yagoo flatly refused to give him, and things escalated. Yagoo was able to arrange, uh I guess I guess you call it a ""hit"" on my brother-in-law, and failed, but Hank was seriously injured, and I wound up paying his medical bills which amounted to a little over $177,000. Upon recovery, Hank was bent on revenge, working with a man named Riku Tazumi , he plotted to kill Yagoo, and did so. In fact, the bomb that he used was built by me, and he gave me no option in it. I have often contemplated suicide, but I'm a coward. I wanted to go to the police, but I was frightened. Hank had risen in the ranks to become the head of the Cover Corp, and about that time, to keep me in line, he took my children from me. For 3 months he kept them. My wife, who up until that point, had no idea of my vtubing activities, was horrified to learn what I had done, why Hank had taken our children. We were scared. I was in Hell, I hated myself for what I had brought upon my family. Recently, I tried once again to quit, to end this nightmare, and in response, he gave me this. I can't take this anymore. I live in fear every day that Hank will kill me, or worse, hurt my family. I... All I could think to do was to make this video in hope that the world will finally see this man, for what he really is! (:  :)"
11373,like it i drain alot
11374,"nice game
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
➖➖➖➖➖➖➖➖⬛⬛⬛➖➖➖➖➖➖➖➖➖
➖➖➖➖➖➖➖⬛⬛⬛⬛⬛➖➖➖➖➖➖➖➖
➖➖➖➖➖➖⬛⬛⬜⬜⬜⬛⬛➖➖➖➖➖➖➖
➖➖➖➖➖➖⬜⬜⬜⬜⬜⬜⬜⬛➖➖➖➖➖➖
➖➖➖➖➖⬛⬜⬜⬜⬜⬜⬜⬜⬛⬛➖➖➖➖➖
➖➖➖➖➖⬜⬜⬜⬜⬜⬜⬜⬜⬛⬛➖➖➖➖➖
➖➖➖➖⬛⬜⬜⬛⬛⬛⬜⬜⬛⬛⬛➖➖➖➖➖
➖➖➖➖⬛⬛⬛⬛⬜⬛⬜⬛⬛⬛⬛⬛➖➖➖➖
➖➖➖➖⬛⬛⬛⬜⬜⬜⬜⬛⬛⬛⬛⬛➖➖➖➖
➖➖➖⬜⬛⬛⬛⬛⬛⬜⬜⬛⬛⬛⬛⬛➖➖➖➖
➖➖⬜⬜⬜⬜⬜⬜⬜⬛⬜⬛⬛⬛⬛⬛➖➖➖➖
➖➖⬛⬛⬛⬜⬜⬜⬛⬜⬜⬛⬛⬛⬛⬛⬛➖➖➖
➖➖⬜⬛⬛⬜⬜⬛⬜⬜⬛⬛⬛⬛⬛⬛⬛➖➖➖
➖➖➖⬜⬜⬜⬜⬜⬜⬜⬜⬛⬛⬛⬜⬛⬛➖➖➖
➖➖➖➖⬜⬜⬜⬛⬛⬛⬛⬛⬜⬜⬜⬛⬛➖➖➖
➖➖➖➖⬜⬜⬜⬜⬜⬜⬜⬜⬛⬛⬛⬛⬛⬛➖➖
➖➖➖➖⬜⬜⬜⬜⬜⬜⬜⬜⬜⬛⬛⬛⬛⬛⬛➖
➖➖➖⬛⬛⬜⬜⬜⬜⬜⬜⬜⬜⬛⬛⬛⬛⬛⬛➖
➖➖⬛⬛⬛⬛⬜⬜⬜⬜⬜⬜⬛⬛⬛⬛⬛⬛⬛➖
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖"
11375,this game is good
11376,"is a good game
"
11377,very good Game
11378,god.
11379,"Good Game
"
11380,the moment i saw this game had battle royale i was in love
11381,"the chances of getting a knife are way too low atleast make some cheap knives smh
"
11382,tf2 :(
11383,Besides the cheaters this is a fun game to play with your mates. It's challenging to learn and perfect but thats part of the fun.
11384,cum
11385,Issa good game.
11386,the most players grown with csgo
11387,"Imi place mult sa ma joc csgo, nu imi pasa daca am party sau ma joc cu ranodmi, jocul e super am 530 de ore la momentul de fata si chiar nu ma plang ca am investit atata timp in el. Ar putea totusi sa imbunatateasca matchmaking-ul pentru o experienta mai buna(de exemplu sa te dea cu rank-uri care au ore apropiate de orele tale), stiu ca mai am de asteptat pana ies si eu din silver da mna.. Asa imi trebuie daca am trollat.
OVERALL: recomand jocu din cauza ca e ce trebuie: foarte fun, mecanici extrem de bune, grafica pe masura, o varietate de arme din care ai ce sa alegi (cine joaca cu gay gun sper sa moara in iad) si cam atat am avut de spus despre acest joc. GLHF"
11388,no.
11389,very good game
11390,good game
11391,gun
11392,This game is very Poggers
11393,shit ass game
11394,fun for all adges
11395,yh
11396,"Lost my girlfriend, job, and family.....but I got Global Elite."
11397,sdfaw
11398,"Counter Strike is one of the fathers of FPS gaming.

Need I say more?"
11399,full of idiots dont paly this shit
11400,Nice
11401,This is one of the games ever made
11402,Excellent game
11403,i like this game
11404,Counter-Strike has my go to choice of any genre bar none since I was 15 years old.  I am 37 now.  My love for this game is old enough to drink.
11405,Good game
11406,friends are dodgers. if u have gamer friends that are not runescape noobs heck ya
11407,"SO many toxic players that grief, cheat, and make the game no fun at all wouldn't recommend it to save my life. Got a few good games might change my mind."
11408,nice game
11409,very fun game but do be making me very sad sometimes
11410,"so much hackers
"
11411,"warning, game shows graphical stuff, including: russians"
11412,At least it's better than Counter Strike Nexon
11413,Superior game
11414,nice
11415,"This game is very very trash, does not deserve more than 200 hours."
11416,its aight i guess
11417,"good game
"
11418,fortnite balls im gay
11419,best
11420,Full of cheaters now. Dead game. Probably a million bots online at any given time. Play Valorant instead lol.
11421,aim
11422,"yes.
eastern Europeans shout at you
10/10
"
11423,"nice game, bad teammates"
11424,good game^^
11425,play this game to learn russian
11426,its dont play it
11427,mid
11428,is good
11429,good game.
11430,decent.....i lvl up and did not receive 10 yrs birthday coin wtf valve
11431,k
11432,very nice game
11433,גשדגשדג
11434,"yes
"
11435,terrible game but yes i like it!
11436,yeh i like gamba
11437,bad game lagging
11438,10/10
11439,"A casino disguised as a tac-shooter

*insert joke about russians here*"
11440,BEST FPS GAME EVER
11441,Veri good game i love it all the time i play game ):
11442,toxic community.
11443,"Death is a great teacher. Failure in Counter-Strike: Global Offensive is, as it always has been for this series, the greatest way to learn where you should have gone, what you shouldn't have done, and how you could have done better. Counter-Strike players spend a lot of time learning -- consequently, they are always getting better.

Growth is an important factor in Global Offensive, especially if you're coming into Counter-Strike fresh or after a sabbatical. This is an extremely hardcore, skill-based first-person shooter, and it forces you to think differently than other modern shooters. If you’re a Call of Duty player, you’re going to need to change your play style to succeed here. Counter-Strike also tries developing into something new here as well, despite doing little to push itself beyond what it’s always done best. Global Offensive modifies old maps to keep veterans on their toes, and introduces official new modes that encourage different play styles for the first time in almost 15 years.

For the uninitiated, Counter-Strike: Global Offensive is a small-scale, team-based first-person shooter with permanent death. When a counter-terrorist kills a terrorist planting explosives in a classic Defusal match, or a CT escort swallows a sniper round in Hostage Rescue, the victim is dead for good and doesn't respawn until the next round. As such, players on both sides must exercise skill and care. The bomb objective, meanwhile, gives everyone a purpose. Of course matches end when everyone on a team is dead, but a clever and coordinated terrorist team will give the CTs the slip, plant their bomb, and protect the bomb site. Between rounds, everyone spends earned cash on better gear and guns, and the cycle continues.

Pieces of the Counter-Strike formula are dated at this point, but the superb heart and soul of Global Offensive is timeless. Teams are small, guns are lethal, and rounds are short. There's an addictive just-one-more-round quality to it, because there's a constant desire to do better than last time, to earn a satisfying kill, or to win in a new way. Call of Duty and Battlefield vets will wonder why they can't sprint to escape enemy fire or look down the iron sights to improve aim; Counter-Strike players will feel like they walked into their redecorated home. Certain map redesigns will catch hardcore fans off guard, but the changes are for the best -- the underpass choke point in de_dust, for instance, has a new escape route.

Even in the face of genre evolution, Global Offensive doesn’t care to adapt. CSGO is so dedicated to Counter-Strike's aging ideals despite market and trend changes that it brute-forces its way to success. Part of what makes it such an engaging competitive game is that killing in Global Offensive requires a wholly different skill set than other shooters. Everyone is limited to what they have and can see, with little room for character modification or on-the-fly advantages. Running and gunning is a useless play style, even if you've bought a helmet and kevlar that round, to the point that someone standing still is more likely to score the kill. Walking, crouching, or standing are your best bets to reduce the inaccurate spray of machine-gun fire.

Consequently, killing in Global Offensive feels good. There's a sickening sensation to dropping someone dead because you know they're not coming back. It's also satisfying knowing you used limited resources to play smarter than your victim. If players aren't watching corners, providing covering fire, or using smoke grenades and flashbangs, they're more likely to take a headshot from a more delicate and patient triggerman. The desire to experience that distinct feeling is a strong motivator to keep playing, even when you're getting steamrolled by an obviously better team.

If you've played Counter-Strike before, Global Offensive probably sounds a whole lot like Counter-Strike. Like Counter-Strike: Source before it, Global Offensive exists simply to modernize the look of the classic competitive shooter, while doing little to disrupt the core form and function. At the same time, it does enough to color outside the lines of tradition to justify your time and effort.

Fire is one of the most interesting new combat variables. Molotov cocktails and incendiary grenades either roast groups of guys or force them in another direction. Flames are a useful distraction or scare tactic, too. They're particularly useful during Demolition matches, which focus the fight at a single bomb site rather than giving terrorists two to pick between. The new and modified maps in this mode aren't as big as classic Counter-Strike arenas – entire sections have been cut off to direct teams toward a central location – but their thoughtful design is as intricate as ever. The Lake map is a standout -- there's a wide open yet densely populated yard around the bomb site, which is inside a sizable lakeside home with plenty of vantage points and hiding spots. To separate Demolition from Defusal, players can't buy between rounds. Instead, it takes a cue from the other new mode, Arms Race, in which each kill unlocks another weapon instantly. The better you do, the more you have to switch up the way you play, and because Demolition is so fast you'll need to be quick on your feet.

Unlike other game types, Arms Race allows for respawns. It's the most chaotic and care-free mode in Global Offensive, with players throwing caution to the wind for the sake of climbing the kill ladder as quickly as possible. It's a shame there are only two maps in Arms Race -- a problem that will more likely persist on consoles than PC.

If you have the option, playing the PC version is unquestionably the best way to experience Counter-Strike: Global Offensive. Mods, mouse and keyboard, and the usual PC-only options are better than the ports. Plus, Valve is much better about long-term PC support -- it abandoned Team Fortress 2 on consoles, and Portal 2's level editor was PC exclusive. If you prefer to play on consoles, Global Offensive is the same great game"
11444,sucks after the rank reset
11445,good game
11446,One of only 2 first person shooting games I really enjoy...
11447,Nice game !
11448,not the same now that its free.
11449,great
11450,changela gunge loac ckupe
11451,det er fedt vis du ikke er lort
11452,norm
11453,yes
11454,pretty good
11455,bruh
11456,.
11457,"very good toxic and funny game, a lot of ret*rds but thats what makes this game so special. you can make a lot of friends in just minutes and people seem to be kind to each other, in most cases."
11458,"This is a timeless classic where you enjoy strategy, wits and raw skill all in one game. Never gets old!"
11459,FUN!
11460,gg
11461,.
11462,good
11463,"
ʰᵉʸ ᵈᵒ ᵘ ʳᵉᵐᵉᵐᵇᵉʳ ᵗʰᵃᵗ ʳᵒᵘⁿᵈ ᵒⁿ ᶜᵒᵇᵇˡᵉ? ʸᵉᵃ ʷʰᵉⁿ ʷᵉ ʷᵉʳᵉ ᵈᵒʷⁿ ¹⁰-¹⁴ ᵃⁿᵈ.."
11464,extremely good game!
11465,"best but full of hackers
"
11466,gg
11467,You can be a terrorist 10/10
11468,"If you dont suck at fps games, you'll enjoy this game very much. One of the best shooters i've played!"
11469,w
11470,veri adictai gniggeer
11471," nc  ,kmldo"
11472,gem kill terorizm 10/10
11473,pog game!
11474,Great game with toxic community
11475,dddd
11476,amazing FPS gameplay
11477,no
11478,.
11479,Yea its okay i guess
11480,me likey
11481,"PPAP
"
11482,csgo er beste spelle
11483,i love te g
11484,i like it :D
11485,killing russian children simulator 10/10
11486,Really great FPS game and best for multiplayer and compitions from my point of view.. exelent graphics improvement smooth gameplay well optimized... I was a big fan of CS 1.6 and now this.. few gamers says that they are dissapointed with this but i suggest to try this once try your taste and then you can judge well.. All FPS lovers should try this..
11487,fun
11488,So bad game. Allmost every game hacker and big fraud for conteiners !
11489,This is hell I have never experienced more pain in my life yet i keep coming back
